0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 
0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> y.item_sk,y.d_date,y.web_sales,y.store_sales,y.web_cumulative,y.store_cumulative
8792,1999-06-01,1010.5799822807312,930.2299925088882,1010.5799822807312,930.2299925088882
8854,1999-06-01,806.2199938297272,763.5799922347069,806.2199938297272,763.5799922347069
8857,1999-06-01,959.9099955558777,951.680010676384,959.9099955558777,951.680010676384
9007,1999-06-01,977.5900039672852,865.380006313324,977.5900039672852,865.380006313324
9098,1999-06-01,1010.5100010633469,938.5000066757202,1010.5100010633469,938.5000066757202
9223,1999-06-01,826.4800050258636,818.4199953079224,826.4800050258636,818.4199953079224
9392,1999-06-01,1549.3100004196167,1371.1200164705515,1549.3100004196167,1371.1200164705515
9398,1999-06-01,1579.959998190403,1284.940001487732,1579.959998190403,1284.940001487732
9892,1999-06-01,1311.3300018310547,943.2399979233742,1311.3300018310547,943.2399979233742
10192,1999-06-01,824.2299957275391,785.5499882251024,824.2299957275391,785.5499882251024
10231,1999-06-01,1106.4600050449371,1082.8300011530519,1106.4600050449371,1082.8300011530519
10516,1999-06-01,773.9100015163422,646.4500018954277,773.9100015163422,646.4500018954277
10552,1999-06-01,1074.120004504919,632.4799982309341,1074.120004504919,632.4799982309341
10594,1999-06-01,1033.5300064086914,990.6200059354305,1033.5300064086914,990.6200059354305
10663,1999-06-01,924.2400026023388,790.9799931049347,924.2400026023388,790.9799931049347
10766,1999-06-01,1099.7699990272522,932.7400035858154,1099.7699990272522,932.7400035858154
10795,1999-06-02,2021.810025215149,1891.3799978494644,2021.810025215149,1891.3799978494644
10838,1999-06-01,696.6899931430817,659.709998562932,696.6899931430817,659.709998562932
10855,1999-06-01,763.1599950790405,614.8399982452393,763.1599950790405,614.8399982452393
10874,1999-06-01,1485.020013809204,1090.0299862623215,1485.020013809204,1090.0299862623215
11443,1999-06-01,1128.110004723072,978.099996805191,1128.110004723072,978.099996805191
11503,1999-06-01,696.7499982118607,618.0599952340126,696.7499982118607,618.0599952340126
11726,1999-06-01,1344.8699865341187,667.3600039482117,1344.8699865341187,667.3600039482117
11803,1999-06-01,1200.8600076436996,926.7399914935231,1200.8600076436996,926.7399914935231
11935,1999-06-01,801.2799950838089,724.6099981069565,801.2799950838089,724.6099981069565
12148,1999-06-01,722.6099858283997,657.3500033002347,722.6099858283997,657.3500033002347
0: jdbc:hive2://h01hn02:10500/tpcds_bin_parti> 
