15/04/06 18:46:59 WARN conf.HiveConf: HiveConf of name hive.optimize.mapjoin.mapreduce does not exist
15/04/06 18:46:59 WARN conf.HiveConf: HiveConf of name hive.heapsize does not exist
15/04/06 18:46:59 WARN conf.HiveConf: HiveConf of name hive.server2.enable.impersonation does not exist
15/04/06 18:46:59 WARN conf.HiveConf: HiveConf of name hive.auto.convert.sortmerge.join.noconditionaltask does not exist

Logging initialized using configuration in file:/etc/hive/conf/hive-log4j.properties
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hadoop/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hive/lib/hive-jdbc-0.14.0.2.2.0.0-2041-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
hive> use tpcds_bin_partitioned_orc_100; source query22.sql;
OK
Time taken: 2.945 seconds
Query ID = root_20150406184747_57f3177e-743e-4f7d-a126-e2598a5e2747
Total jobs = 2
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hadoop/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hive/lib/hive-jdbc-0.14.0.2.2.0.0-2041-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
15/04/06 18:47:20 WARN conf.HiveConf: HiveConf of name hive.optimize.mapjoin.mapreduce does not exist
15/04/06 18:47:20 WARN conf.HiveConf: HiveConf of name hive.heapsize does not exist
15/04/06 18:47:20 WARN conf.HiveConf: HiveConf of name hive.server2.enable.impersonation does not exist
15/04/06 18:47:20 WARN conf.HiveConf: HiveConf of name hive.auto.convert.sortmerge.join.noconditionaltask does not exist
Execution log at: /tmp/root/root_20150406184747_57f3177e-743e-4f7d-a126-e2598a5e2747.log
2015-04-06 06:47:21	Starting to launch local task to process map join;	maximum memory = 1065484288
2015-04-06 06:47:29	Processing rows:	200000	Hashtable size:	199999	Memory usage:	99362872	percentage:	0.093
2015-04-06 06:47:30	Dump the side-table for tag: 1 with group count: 15 into file: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile01--.hashtable
2015-04-06 06:47:30	Uploaded 1 File to: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile01--.hashtable (533 bytes)
2015-04-06 06:47:30	Dump the side-table for tag: 1 with group count: 204000 into file: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile11--.hashtable
2015-04-06 06:47:30	Uploaded 1 File to: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile11--.hashtable (15937240 bytes)
2015-04-06 06:47:30	Dump the side-table for tag: 1 with group count: 366 into file: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile21--.hashtable
2015-04-06 06:47:30	Uploaded 1 File to: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile21--.hashtable (9453 bytes)
2015-04-06 06:47:30	End of local task; Time Taken: 8.916 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 1 out of 2
Number of reduce tasks not specified. Estimated from input data size: 10
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1428164231378_0019, Tracking URL = http://f01hn02.hadoop:8088/proxy/application_1428164231378_0019/
Kill Command = /usr/hdp/2.2.0.0-2041/hadoop/bin/hadoop job  -kill job_1428164231378_0019
Hadoop job information for Stage-4: number of mappers: 5; number of reducers: 10
2015-04-06 18:47:43,596 Stage-4 map = 0%,  reduce = 0%
2015-04-06 18:56:51,156 Stage-4 map = 66%,  reduce = 16%, Cumulative CPU 1614.68 sec
2015-04-06 18:56:53,292 Stage-4 map = 66%,  reduce = 17%, Cumulative CPU 1621.92 sec
2015-04-06 18:56:54,358 Stage-4 map = 66%,  reduce = 20%, Cumulative CPU 1627.38 sec
2015-04-06 18:56:57,743 Stage-4 map = 67%,  reduce = 20%, Cumulative CPU 1652.58 sec
2015-04-06 18:57:00,945 Stage-4 map = 68%,  reduce = 20%, Cumulative CPU 1659.73 sec
2015-04-06 18:57:04,149 Stage-4 map = 69%,  reduce = 20%, Cumulative CPU 1667.08 sec
2015-04-06 18:57:21,666 Stage-4 map = 70%,  reduce = 20%, Cumulative CPU 1713.26 sec
2015-04-06 18:58:21,887 Stage-4 map = 70%,  reduce = 20%, Cumulative CPU 1874.39 sec
2015-04-06 18:59:22,164 Stage-4 map = 70%,  reduce = 20%, Cumulative CPU 2039.62 sec
2015-04-06 18:59:33,250 Stage-4 map = 71%,  reduce = 20%, Cumulative CPU 2079.69 sec
2015-04-06 19:00:34,194 Stage-4 map = 71%,  reduce = 20%, Cumulative CPU 2241.52 sec
2015-04-06 19:01:34,411 Stage-4 map = 72%,  reduce = 20%, Cumulative CPU 2405.71 sec
2015-04-06 19:02:34,699 Stage-4 map = 72%,  reduce = 20%, Cumulative CPU 2582.96 sec
2015-04-06 19:03:34,925 Stage-4 map = 72%,  reduce = 20%, Cumulative CPU 2739.39 sec
2015-04-06 19:03:53,476 Stage-4 map = 73%,  reduce = 20%, Cumulative CPU 2787.76 sec
2015-04-06 19:04:23,949 Stage-4 map = 74%,  reduce = 20%, Cumulative CPU 2872.71 sec
2015-04-06 19:04:30,554 Stage-4 map = 75%,  reduce = 20%, Cumulative CPU 2900.3 sec
2015-04-06 19:04:35,890 Stage-4 map = 76%,  reduce = 20%, Cumulative CPU 2917.33 sec
2015-04-06 19:04:45,695 Stage-4 map = 77%,  reduce = 20%, Cumulative CPU 2946.94 sec
2015-04-06 19:04:48,895 Stage-4 map = 78%,  reduce = 20%, Cumulative CPU 2954.22 sec
2015-04-06 19:04:57,615 Stage-4 map = 79%,  reduce = 20%, Cumulative CPU 2980.14 sec
2015-04-06 19:05:21,563 Stage-4 map = 80%,  reduce = 20%, Cumulative CPU 3039.31 sec
2015-04-06 19:05:52,129 Stage-4 map = 81%,  reduce = 20%, Cumulative CPU 3107.31 sec
2015-04-06 19:06:22,577 Stage-4 map = 82%,  reduce = 20%, Cumulative CPU 3174.29 sec
2015-04-06 19:06:44,318 Stage-4 map = 83%,  reduce = 20%, Cumulative CPU 3231.35 sec
2015-04-06 19:06:46,453 Stage-4 map = 84%,  reduce = 20%, Cumulative CPU 3238.65 sec
2015-04-06 19:06:53,024 Stage-4 map = 85%,  reduce = 20%, Cumulative CPU 3250.18 sec
2015-04-06 19:06:56,230 Stage-4 map = 86%,  reduce = 20%, Cumulative CPU 3254.01 sec
2015-04-06 19:07:01,743 Stage-4 map = 87%,  reduce = 20%, Cumulative CPU 3263.02 sec
2015-04-06 19:07:04,948 Stage-4 map = 88%,  reduce = 20%, Cumulative CPU 3270.21 sec
2015-04-06 19:07:08,357 Stage-4 map = 89%,  reduce = 20%, Cumulative CPU 3277.48 sec
2015-04-06 19:07:14,981 Stage-4 map = 90%,  reduce = 20%, Cumulative CPU 3291.81 sec
2015-04-06 19:07:17,114 Stage-4 map = 91%,  reduce = 20%, Cumulative CPU 3299.15 sec
2015-04-06 19:07:23,713 Stage-4 map = 92%,  reduce = 20%, Cumulative CPU 3313.49 sec
2015-04-06 19:07:41,202 Stage-4 map = 93%,  reduce = 20%, Cumulative CPU 3347.51 sec
2015-04-06 19:07:54,192 Stage-4 map = 94%,  reduce = 20%, Cumulative CPU 3378.01 sec
2015-04-06 19:08:14,885 Stage-4 map = 95%,  reduce = 20%, Cumulative CPU 3417.52 sec
2015-04-06 19:08:27,040 Stage-4 map = 96%,  reduce = 20%, Cumulative CPU 3444.46 sec
2015-04-06 19:08:39,982 Stage-4 map = 97%,  reduce = 20%, Cumulative CPU 3475.69 sec
2015-04-06 19:08:54,243 Stage-4 map = 98%,  reduce = 20%, Cumulative CPU 3502.97 sec
2015-04-06 19:09:07,277 Stage-4 map = 99%,  reduce = 20%, Cumulative CPU 3523.61 sec
2015-04-06 19:09:12,849 Stage-4 map = 99%,  reduce = 21%, Cumulative CPU 3544.98 sec
2015-04-06 19:09:18,176 Stage-4 map = 99%,  reduce = 25%, Cumulative CPU 3560.28 sec
2015-04-06 19:09:19,424 Stage-4 map = 99%,  reduce = 26%, Cumulative CPU 3564.21 sec
2015-04-06 19:09:21,563 Stage-4 map = 99%,  reduce = 27%, Cumulative CPU 3565.21 sec
2015-04-06 19:09:22,631 Stage-4 map = 80%,  reduce = 27%, Cumulative CPU 2647.56 sec
2015-04-06 19:09:32,436 Stage-4 map = 81%,  reduce = 27%, Cumulative CPU 2657.12 sec
2015-04-06 19:09:35,636 Stage-4 map = 82%,  reduce = 27%, Cumulative CPU 2660.78 sec
2015-04-06 19:09:42,258 Stage-4 map = 83%,  reduce = 27%, Cumulative CPU 2668.8 sec
2015-04-06 19:10:42,355 Stage-4 map = 83%,  reduce = 27%, Cumulative CPU 2758.14 sec
2015-04-06 19:11:42,414 Stage-4 map = 83%,  reduce = 27%, Cumulative CPU 2846.11 sec
2015-04-06 19:12:07,546 Stage-4 map = 84%,  reduce = 27%, Cumulative CPU 2881.42 sec
2015-04-06 19:13:08,798 Stage-4 map = 84%,  reduce = 27%, Cumulative CPU 2969.58 sec
2015-04-06 19:14:08,990 Stage-4 map = 84%,  reduce = 27%, Cumulative CPU 3058.21 sec
2015-04-06 19:15:10,168 Stage-4 map = 84%,  reduce = 27%, Cumulative CPU 3148.03 sec
2015-04-06 19:15:19,933 Stage-4 map = 85%,  reduce = 27%, Cumulative CPU 3160.63 sec
2015-04-06 19:16:21,115 Stage-4 map = 85%,  reduce = 27%, Cumulative CPU 3249.31 sec
2015-04-06 19:17:21,136 Stage-4 map = 85%,  reduce = 27%, Cumulative CPU 3337.1 sec
2015-04-06 19:18:21,321 Stage-4 map = 85%,  reduce = 27%, Cumulative CPU 3424.64 sec
2015-04-06 19:19:15,823 Stage-4 map = 86%,  reduce = 27%, Cumulative CPU 3500.5 sec
2015-04-06 19:19:18,980 Stage-4 map = 87%,  reduce = 27%, Cumulative CPU 3504.0 sec
2015-04-06 19:19:25,603 Stage-4 map = 88%,  reduce = 27%, Cumulative CPU 3511.61 sec
2015-04-06 19:19:27,918 Stage-4 map = 89%,  reduce = 27%, Cumulative CPU 3515.23 sec
2015-04-06 19:19:31,113 Stage-4 map = 90%,  reduce = 27%, Cumulative CPU 3518.91 sec
2015-04-06 19:19:37,514 Stage-4 map = 91%,  reduce = 27%, Cumulative CPU 3526.22 sec
2015-04-06 19:19:43,050 Stage-4 map = 92%,  reduce = 27%, Cumulative CPU 3533.5 sec
2015-04-06 19:19:46,247 Stage-4 map = 93%,  reduce = 27%, Cumulative CPU 3537.22 sec
2015-04-06 19:20:08,194 Stage-4 map = 94%,  reduce = 27%, Cumulative CPU 3563.99 sec
2015-04-06 19:20:20,136 Stage-4 map = 95%,  reduce = 27%, Cumulative CPU 3580.73 sec
2015-04-06 19:20:35,479 Stage-4 map = 96%,  reduce = 27%, Cumulative CPU 3601.7 sec
2015-04-06 19:21:02,775 Stage-4 map = 97%,  reduce = 27%, Cumulative CPU 3626.48 sec
2015-04-06 19:21:14,739 Stage-4 map = 98%,  reduce = 27%, Cumulative CPU 3643.33 sec
2015-04-06 19:21:38,851 Stage-4 map = 99%,  reduce = 27%, Cumulative CPU 3665.63 sec
2015-04-06 19:22:26,982 Stage-4 map = 100%,  reduce = 27%, Cumulative CPU 3723.63 sec
2015-04-06 19:22:30,184 Stage-4 map = 100%,  reduce = 31%, Cumulative CPU 3731.27 sec
2015-04-06 19:22:31,250 Stage-4 map = 100%,  reduce = 33%, Cumulative CPU 3735.5 sec
2015-04-06 19:22:33,384 Stage-4 map = 100%,  reduce = 44%, Cumulative CPU 3753.25 sec
2015-04-06 19:22:34,451 Stage-4 map = 100%,  reduce = 55%, Cumulative CPU 3764.79 sec
2015-04-06 19:22:35,535 Stage-4 map = 100%,  reduce = 64%, Cumulative CPU 3773.25 sec
2015-04-06 19:22:36,809 Stage-4 map = 100%,  reduce = 69%, Cumulative CPU 3797.71 sec
2015-04-06 19:22:37,876 Stage-4 map = 100%,  reduce = 70%, Cumulative CPU 3807.88 sec
2015-04-06 19:22:38,943 Stage-4 map = 100%,  reduce = 71%, Cumulative CPU 3817.81 sec
2015-04-06 19:22:40,011 Stage-4 map = 100%,  reduce = 72%, Cumulative CPU 3834.67 sec
2015-04-06 19:22:41,078 Stage-4 map = 100%,  reduce = 73%, Cumulative CPU 3841.33 sec
2015-04-06 19:22:43,440 Stage-4 map = 100%,  reduce = 75%, Cumulative CPU 3868.05 sec
2015-04-06 19:22:45,575 Stage-4 map = 100%,  reduce = 76%, Cumulative CPU 3890.99 sec
2015-04-06 19:22:46,646 Stage-4 map = 100%,  reduce = 77%, Cumulative CPU 3900.63 sec
2015-04-06 19:22:47,708 Stage-4 map = 100%,  reduce = 78%, Cumulative CPU 3907.1 sec
2015-04-06 19:22:48,776 Stage-4 map = 100%,  reduce = 79%, Cumulative CPU 3926.67 sec
2015-04-06 19:22:50,048 Stage-4 map = 100%,  reduce = 80%, Cumulative CPU 3939.54 sec
2015-04-06 19:22:51,118 Stage-4 map = 100%,  reduce = 81%, Cumulative CPU 3949.23 sec
2015-04-06 19:22:52,186 Stage-4 map = 100%,  reduce = 82%, Cumulative CPU 3965.63 sec
2015-04-06 19:22:53,252 Stage-4 map = 100%,  reduce = 83%, Cumulative CPU 3972.17 sec
2015-04-06 19:22:54,320 Stage-4 map = 100%,  reduce = 84%, Cumulative CPU 3981.95 sec
2015-04-06 19:22:55,390 Stage-4 map = 100%,  reduce = 85%, Cumulative CPU 3998.25 sec
2015-04-06 19:22:57,700 Stage-4 map = 100%,  reduce = 86%, Cumulative CPU 4020.98 sec
2015-04-06 19:22:58,769 Stage-4 map = 100%,  reduce = 87%, Cumulative CPU 4030.59 sec
2015-04-06 19:22:59,837 Stage-4 map = 100%,  reduce = 88%, Cumulative CPU 4037.06 sec
2015-04-06 19:23:00,904 Stage-4 map = 100%,  reduce = 89%, Cumulative CPU 4053.31 sec
2015-04-06 19:23:01,970 Stage-4 map = 100%,  reduce = 90%, Cumulative CPU 4062.94 sec
2015-04-06 19:23:03,040 Stage-4 map = 100%,  reduce = 91%, Cumulative CPU 4075.92 sec
2015-04-06 19:23:04,108 Stage-4 map = 100%,  reduce = 92%, Cumulative CPU 4092.22 sec
2015-04-06 19:23:05,405 Stage-4 map = 100%,  reduce = 93%, Cumulative CPU 4101.9 sec
2015-04-06 19:23:06,471 Stage-4 map = 100%,  reduce = 94%, Cumulative CPU 4111.65 sec
2015-04-06 19:23:07,537 Stage-4 map = 100%,  reduce = 95%, Cumulative CPU 4131.13 sec
2015-04-06 19:23:08,605 Stage-4 map = 100%,  reduce = 96%, Cumulative CPU 4138.78 sec
2015-04-06 19:23:10,741 Stage-4 map = 100%,  reduce = 97%, Cumulative CPU 4154.06 sec
2015-04-06 19:23:49,756 Stage-4 map = 100%,  reduce = 98%, Cumulative CPU 4200.12 sec
2015-04-06 19:23:52,958 Stage-4 map = 100%,  reduce = 99%, Cumulative CPU 4204.07 sec
2015-04-06 19:24:23,159 Stage-4 map = 100%,  reduce = 100%, Cumulative CPU 4238.5 sec
MapReduce Total cumulative CPU time: 0 days 1 hours 10 minutes 38 seconds 500 msec
Ended Job = job_1428164231378_0019
Launching Job 2 out of 2
Number of reduce tasks determined at compile time: 1
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1428164231378_0020, Tracking URL = http://f01hn02.hadoop:8088/proxy/application_1428164231378_0020/
Kill Command = /usr/hdp/2.2.0.0-2041/hadoop/bin/hadoop job  -kill job_1428164231378_0020
Hadoop job information for Stage-5: number of mappers: 4; number of reducers: 1
2015-04-06 19:24:30,727 Stage-5 map = 0%,  reduce = 0%
2015-04-06 19:24:37,137 Stage-5 map = 75%,  reduce = 0%, Cumulative CPU 10.45 sec
2015-04-06 19:24:38,206 Stage-5 map = 100%,  reduce = 0%, Cumulative CPU 14.82 sec
2015-04-06 19:24:42,684 Stage-5 map = 100%,  reduce = 100%, Cumulative CPU 16.36 sec
MapReduce Total cumulative CPU time: 16 seconds 360 msec
Ended Job = job_1428164231378_0020
MapReduce Jobs Launched: 
Stage-Stage-4: Map: 5  Reduce: 10   Cumulative CPU: 4238.5 sec   HDFS Read: 621615629 HDFS Write: 36907715 SUCCESS
Stage-Stage-5: Map: 4  Reduce: 1   Cumulative CPU: 16.36 sec   HDFS Read: 36910905 HDFS Write: 6467 SUCCESS
Total MapReduce CPU Time Spent: 0 days 1 hours 10 minutes 54 seconds 860 msec
OK
oughteingantiantipriought	NULL	NULL	NULL	429.2154882154882
oughteingantiantipriought	edu packedu pack #2	NULL	NULL	429.2154882154882
