15/04/07 06:57:26 WARN conf.HiveConf: HiveConf of name hive.optimize.mapjoin.mapreduce does not exist
15/04/07 06:57:26 WARN conf.HiveConf: HiveConf of name hive.heapsize does not exist
15/04/07 06:57:26 WARN conf.HiveConf: HiveConf of name hive.server2.enable.impersonation does not exist
15/04/07 06:57:26 WARN conf.HiveConf: HiveConf of name hive.auto.convert.sortmerge.join.noconditionaltask does not exist

Logging initialized using configuration in file:/etc/hive/conf/hive-log4j.properties
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hadoop/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hive/lib/hive-jdbc-0.14.0.2.2.0.0-2041-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
hive> use tpcds_bin_partitioned_orc_100; source query22.sql;
OK
Time taken: 3.092 seconds
Query ID = root_20150407065757_83ae7e1f-ba1c-4cf8-958e-5a04338a3f07
Total jobs = 2
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hadoop/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hive/lib/hive-jdbc-0.14.0.2.2.0.0-2041-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
15/04/07 06:57:48 WARN conf.HiveConf: HiveConf of name hive.optimize.mapjoin.mapreduce does not exist
15/04/07 06:57:48 WARN conf.HiveConf: HiveConf of name hive.heapsize does not exist
15/04/07 06:57:48 WARN conf.HiveConf: HiveConf of name hive.server2.enable.impersonation does not exist
15/04/07 06:57:48 WARN conf.HiveConf: HiveConf of name hive.auto.convert.sortmerge.join.noconditionaltask does not exist
Execution log at: /tmp/root/root_20150407065757_83ae7e1f-ba1c-4cf8-958e-5a04338a3f07.log
2015-04-07 06:57:50	Starting to launch local task to process map join;	maximum memory = 1065484288
2015-04-07 06:57:58	Processing rows:	200000	Hashtable size:	199999	Memory usage:	99418344	percentage:	0.093
2015-04-07 06:57:58	Dump the side-table for tag: 1 with group count: 15 into file: file:/tmp/root/f159e24f-c50a-4c52-a8b2-91f5543a3665/hive_2015-04-07_06-57-34_017_8938087494264106159-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile01--.hashtable
2015-04-07 06:57:58	Uploaded 1 File to: file:/tmp/root/f159e24f-c50a-4c52-a8b2-91f5543a3665/hive_2015-04-07_06-57-34_017_8938087494264106159-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile01--.hashtable (533 bytes)
2015-04-07 06:57:58	Dump the side-table for tag: 1 with group count: 204000 into file: file:/tmp/root/f159e24f-c50a-4c52-a8b2-91f5543a3665/hive_2015-04-07_06-57-34_017_8938087494264106159-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile11--.hashtable
2015-04-07 06:57:59	Uploaded 1 File to: file:/tmp/root/f159e24f-c50a-4c52-a8b2-91f5543a3665/hive_2015-04-07_06-57-34_017_8938087494264106159-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile11--.hashtable (15937240 bytes)
2015-04-07 06:57:59	Dump the side-table for tag: 1 with group count: 366 into file: file:/tmp/root/f159e24f-c50a-4c52-a8b2-91f5543a3665/hive_2015-04-07_06-57-34_017_8938087494264106159-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile21--.hashtable
2015-04-07 06:57:59	Uploaded 1 File to: file:/tmp/root/f159e24f-c50a-4c52-a8b2-91f5543a3665/hive_2015-04-07_06-57-34_017_8938087494264106159-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile21--.hashtable (9453 bytes)
2015-04-07 06:57:59	End of local task; Time Taken: 8.934 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 1 out of 2
Number of reduce tasks not specified. Estimated from input data size: 10
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1428405026382_0014, Tracking URL = http://f01hn02.hadoop:8088/proxy/application_1428405026382_0014/
Kill Command = /usr/hdp/2.2.0.0-2041/hadoop/bin/hadoop job  -kill job_1428405026382_0014
Hadoop job information for Stage-4: number of mappers: 5; number of reducers: 10
2015-04-07 06:58:11,981 Stage-4 map = 0%,  reduce = 0%
2015-04-07 07:07:12,139 Stage-4 map = 72%,  reduce = 14%, Cumulative CPU 2203.64 sec
2015-04-07 07:07:15,344 Stage-4 map = 72%,  reduce = 20%, Cumulative CPU 2216.43 sec
2015-04-07 07:08:15,793 Stage-4 map = 72%,  reduce = 20%, Cumulative CPU 2382.42 sec
2015-04-07 07:08:17,921 Stage-4 map = 73%,  reduce = 20%, Cumulative CPU 2389.51 sec
2015-04-07 07:08:21,093 Stage-4 map = 74%,  reduce = 20%, Cumulative CPU 2396.79 sec
2015-04-07 07:08:24,318 Stage-4 map = 75%,  reduce = 20%, Cumulative CPU 2412.24 sec
2015-04-07 07:08:29,853 Stage-4 map = 76%,  reduce = 20%, Cumulative CPU 2426.81 sec
2015-04-07 07:08:33,050 Stage-4 map = 77%,  reduce = 20%, Cumulative CPU 2433.99 sec
2015-04-07 07:08:39,447 Stage-4 map = 78%,  reduce = 20%, Cumulative CPU 2451.23 sec
2015-04-07 07:08:42,863 Stage-4 map = 79%,  reduce = 20%, Cumulative CPU 2461.15 sec
2015-04-07 07:08:48,206 Stage-4 map = 80%,  reduce = 20%, Cumulative CPU 2474.32 sec
2015-04-07 07:09:06,536 Stage-4 map = 81%,  reduce = 20%, Cumulative CPU 2517.38 sec
2015-04-07 07:09:21,679 Stage-4 map = 82%,  reduce = 20%, Cumulative CPU 2556.49 sec
2015-04-07 07:09:46,593 Stage-4 map = 83%,  reduce = 20%, Cumulative CPU 2610.9 sec
2015-04-07 07:10:01,729 Stage-4 map = 84%,  reduce = 20%, Cumulative CPU 2644.35 sec
2015-04-07 07:10:18,973 Stage-4 map = 85%,  reduce = 20%, Cumulative CPU 2687.65 sec
2015-04-07 07:10:37,302 Stage-4 map = 86%,  reduce = 20%, Cumulative CPU 2732.08 sec
2015-04-07 07:11:20,446 Stage-4 map = 87%,  reduce = 20%, Cumulative CPU 2834.96 sec
2015-04-07 07:11:43,027 Stage-4 map = 87%,  reduce = 21%, Cumulative CPU 2886.71 sec
2015-04-07 07:11:46,224 Stage-4 map = 87%,  reduce = 25%, Cumulative CPU 2900.35 sec
2015-04-07 07:11:48,346 Stage-4 map = 87%,  reduce = 27%, Cumulative CPU 2907.49 sec
2015-04-07 07:12:47,695 Stage-4 map = 88%,  reduce = 27%, Cumulative CPU 2993.04 sec
2015-04-07 07:13:48,162 Stage-4 map = 88%,  reduce = 27%, Cumulative CPU 3072.12 sec
2015-04-07 07:14:48,659 Stage-4 map = 88%,  reduce = 27%, Cumulative CPU 3157.07 sec
2015-04-07 07:14:49,725 Stage-4 map = 89%,  reduce = 27%, Cumulative CPU 3163.27 sec
2015-04-07 07:14:55,053 Stage-4 map = 90%,  reduce = 27%, Cumulative CPU 3176.58 sec
2015-04-07 07:15:04,881 Stage-4 map = 91%,  reduce = 27%, Cumulative CPU 3196.36 sec
2015-04-07 07:15:10,214 Stage-4 map = 92%,  reduce = 27%, Cumulative CPU 3206.4 sec
2015-04-07 07:15:16,802 Stage-4 map = 93%,  reduce = 27%, Cumulative CPU 3213.73 sec
2015-04-07 07:15:26,386 Stage-4 map = 94%,  reduce = 27%, Cumulative CPU 3225.82 sec
2015-04-07 07:15:50,025 Stage-4 map = 95%,  reduce = 27%, Cumulative CPU 3258.53 sec
2015-04-07 07:16:23,462 Stage-4 map = 96%,  reduce = 27%, Cumulative CPU 3291.37 sec
2015-04-07 07:17:00,121 Stage-4 map = 97%,  reduce = 27%, Cumulative CPU 3326.93 sec
2015-04-07 07:17:33,495 Stage-4 map = 98%,  reduce = 27%, Cumulative CPU 3360.12 sec
2015-04-07 07:17:57,365 Stage-4 map = 99%,  reduce = 27%, Cumulative CPU 3392.8 sec
2015-04-07 07:18:57,613 Stage-4 map = 99%,  reduce = 27%, Cumulative CPU 3458.71 sec
2015-04-07 07:19:23,356 Stage-4 map = 100%,  reduce = 27%, Cumulative CPU 3495.63 sec
2015-04-07 07:19:27,843 Stage-4 map = 100%,  reduce = 31%, Cumulative CPU 3508.72 sec
2015-04-07 07:19:32,111 Stage-4 map = 100%,  reduce = 35%, Cumulative CPU 3522.24 sec
2015-04-07 07:19:33,176 Stage-4 map = 100%,  reduce = 44%, Cumulative CPU 3531.24 sec
2015-04-07 07:19:34,241 Stage-4 map = 100%,  reduce = 60%, Cumulative CPU 3546.57 sec
2015-04-07 07:19:36,371 Stage-4 map = 100%,  reduce = 68%, Cumulative CPU 3577.18 sec
2015-04-07 07:19:37,437 Stage-4 map = 100%,  reduce = 69%, Cumulative CPU 3584.03 sec
2015-04-07 07:19:39,572 Stage-4 map = 100%,  reduce = 72%, Cumulative CPU 3613.86 sec
2015-04-07 07:19:42,997 Stage-4 map = 100%,  reduce = 75%, Cumulative CPU 3650.32 sec
2015-04-07 07:19:46,190 Stage-4 map = 100%,  reduce = 77%, Cumulative CPU 3682.97 sec
2015-04-07 07:19:48,325 Stage-4 map = 100%,  reduce = 78%, Cumulative CPU 3695.98 sec
2015-04-07 07:19:49,389 Stage-4 map = 100%,  reduce = 80%, Cumulative CPU 3715.31 sec
2015-04-07 07:19:51,519 Stage-4 map = 100%,  reduce = 82%, Cumulative CPU 3741.26 sec
2015-04-07 07:19:54,719 Stage-4 map = 100%,  reduce = 84%, Cumulative CPU 3776.88 sec
2015-04-07 07:19:55,784 Stage-4 map = 100%,  reduce = 85%, Cumulative CPU 3780.08 sec
2015-04-07 07:19:57,916 Stage-4 map = 100%,  reduce = 87%, Cumulative CPU 3812.37 sec
2015-04-07 07:20:00,275 Stage-4 map = 100%,  reduce = 88%, Cumulative CPU 3822.14 sec
2015-04-07 07:20:01,344 Stage-4 map = 100%,  reduce = 89%, Cumulative CPU 3844.69 sec
2015-04-07 07:20:03,472 Stage-4 map = 100%,  reduce = 90%, Cumulative CPU 3857.72 sec
2015-04-07 07:20:04,541 Stage-4 map = 100%,  reduce = 92%, Cumulative CPU 3877.31 sec
2015-04-07 07:20:06,667 Stage-4 map = 100%,  reduce = 93%, Cumulative CPU 3896.75 sec
2015-04-07 07:20:07,731 Stage-4 map = 100%,  reduce = 94%, Cumulative CPU 3909.57 sec
2015-04-07 07:20:09,855 Stage-4 map = 100%,  reduce = 96%, Cumulative CPU 3932.32 sec
2015-04-07 07:20:13,026 Stage-4 map = 100%,  reduce = 97%, Cumulative CPU 3946.92 sec
2015-04-07 07:20:52,831 Stage-4 map = 100%,  reduce = 98%, Cumulative CPU 3989.9 sec
2015-04-07 07:20:55,173 Stage-4 map = 100%,  reduce = 99%, Cumulative CPU 3993.19 sec
2015-04-07 07:21:27,545 Stage-4 map = 100%,  reduce = 100%, Cumulative CPU 4027.23 sec
MapReduce Total cumulative CPU time: 0 days 1 hours 7 minutes 7 seconds 230 msec
Ended Job = job_1428405026382_0014
Launching Job 2 out of 2
Number of reduce tasks determined at compile time: 1
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1428405026382_0015, Tracking URL = http://f01hn02.hadoop:8088/proxy/application_1428405026382_0015/
Kill Command = /usr/hdp/2.2.0.0-2041/hadoop/bin/hadoop job  -kill job_1428405026382_0015
Hadoop job information for Stage-5: number of mappers: 3; number of reducers: 1
2015-04-07 07:21:34,848 Stage-5 map = 0%,  reduce = 0%
2015-04-07 07:21:41,272 Stage-5 map = 100%,  reduce = 0%, Cumulative CPU 11.07 sec
2015-04-07 07:21:46,616 Stage-5 map = 100%,  reduce = 100%, Cumulative CPU 12.47 sec
MapReduce Total cumulative CPU time: 12 seconds 470 msec
Ended Job = job_1428405026382_0015
MapReduce Jobs Launched: 
Stage-Stage-4: Map: 5  Reduce: 10   Cumulative CPU: 4027.23 sec   HDFS Read: 621615629 HDFS Write: 36907715 SUCCESS
Stage-Stage-5: Map: 3  Reduce: 1   Cumulative CPU: 12.47 sec   HDFS Read: 36910760 HDFS Write: 6467 SUCCESS
Total MapReduce CPU Time Spent: 0 days 1 hours 7 minutes 19 seconds 700 msec
OK
oughteingantiantipriought	NULL	NULL	NULL	429.2154882154882
oughteingantiantipriought	edu packedu pack #2	NULL	NULL	429.2154882154882
oughteingantiantipriought	edu packedu pack #2	athletic	NULL	429.2154882154882
oughteingantiantipriought	edu packedu pack #2	athletic	Shoes	429.2154882154882
oughtprieseablebarought	NULL	NULL	NULL	429.9671052631579
oughtprieseablebarought	amalgimporto #2	NULL	NULL	429.9671052631579
oughtprieseablebarought	amalgimporto #2	accessories	NULL	429.9671052631579
oughtprieseablebarought	amalgimporto #2	accessories	Men	429.9671052631579
antipriesebaranti	NULL	NULL	NULL	436.6677852348993
antipriesebaranti	brandbrand #6	NULL	NULL	436.6677852348993
antipriesebaranti	brandbrand #6	decor	NULL	436.6677852348993
antipriesebaranti	brandbrand #6	decor	Home	436.6677852348993
prieingantin station	NULL	NULL	NULL	438.02702702702703
prieingantin station	scholarnameless #4	NULL	NULL	438.02702702702703
prieingantin station	scholarnameless #4	fitness	NULL	438.02702702702703
prieingantin station	scholarnameless #4	fitness	Sports	438.02702702702703
oughteingbarantipri	NULL	NULL	NULL	438.29801324503313
oughteingbarantipri	edu packscholar #2	NULL	NULL	438.29801324503313
oughteingbarantipri	edu packscholar #2	classical	NULL	438.29801324503313
oughteingbarantipri	edu packscholar #2	classical	Music	438.29801324503313
ationationoughtcallyoughtought	NULL	NULL	NULL	439.14915254237286
ationationoughtcallyoughtought	exportiamalg #2	NULL	NULL	439.14915254237286
ationationoughtcallyoughtought	exportiamalg #2	maternity	NULL	439.14915254237286
ationationoughtcallyoughtought	exportiamalg #2	maternity	Women	439.14915254237286
pricallyoughteinganti	NULL	NULL	NULL	439.16333333333336
pricallyoughteinganti	importonameless #4	NULL	NULL	439.16333333333336
pricallyoughteinganti	importonameless #4	paint	NULL	439.16333333333336
pricallyoughteinganti	importonameless #4	paint	Home	439.16333333333336
oughtantin stesen stought	NULL	NULL	NULL	439.24745762711865
oughtantin stesen stought	corpnameless #2	NULL	NULL	439.24745762711865
oughtantin stesen stought	corpnameless #2	furniture	NULL	439.24745762711865
oughtantin stesen stought	corpnameless #2	furniture	Home	439.24745762711865
oughtoughtcallyeingcallyought	NULL	NULL	NULL	440.0469798657718
oughtoughtcallyeingcallyought	amalgimporto #2	NULL	NULL	440.0469798657718
oughtoughtcallyeingcallyought	amalgimporto #2	accessories	NULL	440.0469798657718
oughtoughtcallyeingcallyought	amalgimporto #2	accessories	Men	440.0469798657718
n stationcallybarcallyought	NULL	NULL	NULL	440.1515151515151
n stationcallybarcallyought	exportiamalg #2	NULL	NULL	440.1515151515151
n stationcallybarcallyought	exportiamalg #2	maternity	NULL	440.1515151515151
n stationcallybarcallyought	exportiamalg #2	maternity	Women	440.1515151515151
ationcallyantiablecally	NULL	NULL	NULL	440.156146179402
ationcallyantiablecally	edu packscholar #2	NULL	NULL	440.156146179402
ationcallyantiablecally	edu packscholar #2	classical	NULL	440.156146179402
ationcallyantiablecally	edu packscholar #2	classical	Music	440.156146179402
antioughtprieseought	NULL	NULL	NULL	440.61872909698997
antioughtprieseought	maximaxi #12	NULL	NULL	440.61872909698997
antioughtprieseought	maximaxi #12	science	NULL	440.61872909698997
antioughtprieseought	maximaxi #12	science	Books	440.61872909698997
ationcallycallycallyation	NULL	NULL	NULL	440.93150684931504
ationcallycallycallyation	exportiimporto #2	NULL	NULL	440.93150684931504
ationcallycallycallyation	exportiimporto #2	pants	NULL	440.93150684931504
ationcallycallycallyation	exportiimporto #2	pants	Men	440.93150684931504
antiprin steingbarought	NULL	NULL	NULL	442.3255813953488
antiprin steingbarought	scholarunivamalg #12	NULL	NULL	442.3255813953488
antiprin steingbarought	scholarunivamalg #12	fiction	NULL	442.3255813953488
antiprin steingbarought	scholarunivamalg #12	fiction	Books	442.3255813953488
ationeseableeingable	NULL	NULL	NULL	442.44147157190633
ationeseableeingable	amalgedu pack #2	NULL	NULL	442.44147157190633
ationeseableeingable	amalgedu pack #2	womens	NULL	442.44147157190633
ationeseableeingable	amalgedu pack #2	womens	Shoes	442.44147157190633
oughtbaroughtprin st	NULL	NULL	NULL	443.0531561461794
oughtbaroughtprin st	edu packmaxi #2	NULL	NULL	443.0531561461794
oughtbaroughtprin st	edu packmaxi #2	tennis	NULL	443.0531561461794
oughtbaroughtprin st	edu packmaxi #2	tennis	Sports	443.0531561461794
oughtationoughteingn st	NULL	NULL	NULL	443.6006711409396
oughtationoughteingn st	corpunivamalg #14	NULL	NULL	443.6006711409396
oughtationoughteingn st	corpunivamalg #14	musical	NULL	443.6006711409396
oughtationoughteingn st	corpunivamalg #14	musical	Electronics	443.6006711409396
n stoughteingn stable	NULL	NULL	NULL	443.76109215017067
n stoughteingn stable	amalgedu pack #2	NULL	NULL	443.76109215017067
n stoughteingn stable	amalgedu pack #2	womens	NULL	443.76109215017067
n stoughteingn stable	amalgedu pack #2	womens	Shoes	443.76109215017067
antibareingbarcallyought	NULL	NULL	NULL	443.890365448505
antibareingbarcallyought	amalgscholar #2	NULL	NULL	443.890365448505
antibareingbarcallyought	amalgscholar #2	rock	NULL	443.890365448505
antibareingbarcallyought	amalgscholar #2	rock	Music	443.890365448505
oughtesen stationeing	NULL	NULL	NULL	444.2837837837838
